,Intercept
2730,16.7642727514
2731,16.6900461033
2732,16.6525357146
2733,16.5850220183
2734,16.5353415102
2735,16.5167497109
2736,16.5250101507
2737,16.5850220183
2738,16.580876281
2739,16.5518851222
2740,16.5405096119
2741,16.42205092
2742,16.3054596568
2743,16.2871263291
2744,16.1917199925
2745,16.166440185
2746,16.1876725684
2747,16.2129855774
2748,16.2779673967
2749,16.2840727792
2750,16.2535687492
2751,16.2861084155
2752,16.2018429806
2753,16.2434134426
2754,16.2586487832
2755,16.2922168514
2756,16.2434134426
2757,16.3176933386
2758,16.3105559092
2759,16.3125948561
2760,16.2657634982
2761,16.1603789065
2762,16.011584636
2763,15.807744845
2764,15.6906108747
2765,15.5694786341
2766,15.3213916659
2767,15.2592747727
2768,15.1376875718
2769,14.981445968
2770,14.8351594216
2771,14.7556343548
2772,14.6958111883
2773,14.5550425415
2774,14.3562803283
2775,14.3016512124
2776,14.1266417448
2777,13.9476704292
2778,13.8037114271
2779,13.7597821465
2780,13.7151354447
2781,13.7322900834
2782,13.8045741861
2783,13.840858796
2784,13.8547065776
2785,13.6313869816
2786,13.3823610464
2787,13.4460784705
2788,13.4881631888
2789,13.6186135447
2790,13.6373520181
2791,13.6672163779
2792,13.5617048363
2793,13.592253026
2794,13.5973510767
2795,13.5117881402
2796,13.5888553875
2797,13.5523843685
2798,13.4788932635
2799,13.5659435313
2800,13.6186135447
2801,13.6058520774
2802,13.5320710308
2803,13.5202356473
2804,13.6016009129
2805,13.72885744
2806,13.8833113985
2807,13.9511577827
2808,14.1028231395
2809,14.1301738467
2810,14.0351163532
2811,14.0035728412
2812,13.9102363894
2813,13.8703018932
2814,13.8235685312
2815,13.7692452492
2816,13.6997145931
2817,13.7211371292
2818,13.7529039751
2819,13.7520444454
2820,13.6988583877
2821,13.4822634081
2822,13.4831060759
2823,13.592253026
2824,13.6313869816
2825,13.6450251865
2826,13.643319665
2827,13.6067024698
2828,13.5566201504
2829,13.8348047447
2830,13.8633684757
2831,13.7993984413
2832,13.7847443668
2833,13.7847443668
2834,13.7761315933
2835,13.8097518721
2836,13.8373990138
2837,13.7572024292
2838,13.6980022358
2839,13.7279994132
2840,13.655262794
2841,13.7348651292
2842,13.8062998657
2843,13.7340067269
2844,13.7666637578
2845,13.7666637578
2846,13.708279591
2847,13.708279591
2848,13.592253026
2849,13.519390659
2850,13.5396849619
2851,13.5160112338
2852,13.514321838
2853,13.5617048363
2854,13.6339431062
2855,13.5931025684
2856,13.6041514522
2857,13.5701835511
2858,13.5931025684
2859,13.6638000009
2860,13.7589221869
2861,13.8037114271
2862,13.7787148602
2863,13.7812986114
2864,13.7417342789
2865,13.748606864
2866,13.7968112966
2867,13.7503255473
2868,13.7365820946
2869,13.7933625249
2870,13.8547065776
2871,13.8391287968
2872,13.7640827503
2873,13.7451701419
2874,13.6997145931
2875,13.6092539657
2876,13.6322389699
2877,13.6937222789
2878,13.8019860711
2879,13.8037114271
2880,13.8460500914
2881,13.8503776582
2882,13.7830213814
2883,13.763222522
2884,13.7322900834
2885,13.708279591
2886,13.7194220942
2887,13.6578233958
2888,13.6271278387
2889,13.5489966959
2890,13.5236161288
2891,13.5067221696
2892,13.5557728881
2893,13.5253066865
2894,13.5701835511
2895,13.6885880958
2896,13.6441723991
2897,13.6620921326
2898,13.6416143566
2899,13.6143583929
2900,13.5880061105
2901,13.5948018124
2902,13.6723425451
2903,13.6971461375
2904,13.5888553875
2905,13.4932221985
2906,13.3522845828
2907,13.3147840422
2908,13.1387056022
2909,13.0739931337
2910,13.064191315
2911,13.0543968449
2912,13.1042617274
2913,13.17077026
2914,13.2906728535
2915,13.360632369
2916,13.3372717089
2917,13.3072965822
2918,13.3089600983
2919,13.3940757367
2920,13.4016120237
2921,13.3831974701
2922,13.4200519148
2923,13.3648082191
2924,13.3739996839
2925,13.3924015819
2926,13.4460784705
2927,13.4890062253
2928,13.5320710308
2929,13.288181086
2930,13.3172807983
2931,13.4570078487
2932,13.4797357207
2933,13.4898493146
2934,13.4208906942
2935,13.3781797119
2936,13.2890116232
2937,13.288181086
2938,13.3031387018
2939,13.3681498388
2940,13.3890539
2941,13.4443978157
2942,13.5126326533
2943,13.5549256788
2944,13.5447632959
2945,13.5498435346
2946,13.5820626581
2947,13.6041514522
2948,13.7022835305
2949,13.8599030668
2950,13.8841791325
2951,13.9825832281
2952,13.9913250742
2953,13.9790880192
2954,13.8980702561
2955,13.9180630985
2956,13.8781061327
2957,13.8425890115
2958,13.8157949604
2959,13.7847443668
2960,13.7228523785
2961,13.7202795849
2962,13.7262835205
2963,13.7460292419
2964,13.7262835205
2965,13.7443110956
2966,13.7640827503
2967,13.8599030668
2968,13.8963331059
2969,13.8503776582
2970,13.7916384623
2971,13.7382992747
2972,13.7847443668
2973,14.1081126899
2974,14.1266417448
2975,14.1876944376
2976,14.1593474052
2977,14.1434270962
2978,14.0316080127
2979,14.0667309181
2980,14.0175834182
2981,13.9921995593
2982,14.0149553677
2983,14.0728864593
2984,14.1301738467
2985,14.1558080108
2986,14.1416592783
2987,14.1284076854
2988,14.0869663845
2989,14.11516851
2990,14.106349286
2991,14.111640159
2992,14.1310570102
2993,14.1575775974
2994,14.1558080108
2995,14.0948925322
2996,14.0544279119
2997,14.1045861025
2998,14.2321003308
2999,14.2374383692
3000,14.2249860593
3001,14.2516829287
3002,14.2962890987
3003,14.3688475709
3004,14.3931154715
3005,14.3922159299
3006,14.3482071914
3007,14.3571776238
3008,14.3724402319
3009,14.4562232994
3010,14.5032824548
3011,14.5468576322
3012,14.4987508871
3013,14.4887864216
3014,14.4435796364
3015,14.4111181151
3016,14.5032824548
3017,14.5150711603
3018,14.4779239057
3019,14.4363596517
3020,14.4697823635
3021,14.5050954784
3022,14.5005633443
3023,14.5096290291
3024,14.4697823635
3025,14.4471909827
3026,14.459837807
3027,14.4806387709
3028,14.5232381846
3029,14.584181756
3030,14.5832702732
3031,14.5141639967
3032,14.5395860215
3033,14.6408050972
3034,14.6912194648
3035,14.7151121039
3036,14.8027429788
3037,14.8221843345
3038,14.8946188989
3039,14.9244379458
3040,15.0480738558
3041,14.9795734043
3042,14.975828979
3043,15.0208239246
3044,15.1499919409
3045,15.3070345922
3046,15.4222689403
3047,15.4676384591
3048,15.4155231734
3049,15.326180349
3050,15.2840912521
3051,15.2402125955
3052,15.2621361549
3053,15.2564139269
3054,15.3022518912
3055,15.3511056384
3056,15.378954748
3057,15.4463850713
3058,15.4792435393
3059,15.562668477
3060,15.5558612988
3061,15.5636411742
3062,15.6612185432
3063,15.8681269024
3064,16.0616991011
3065,16.0717408007
3066,16.0657150278
3067,16.0205936859
3068,16.0346178401
3069,16.0717408007
3070,16.17351455
3071,16.2647469198
3072,16.2881443063
3073,15.9835888663
3074,16.0055814174
3075,15.9955810545
3076,16.0205936859
3077,15.9925821642
3078,15.9566393052
3079,15.9257532471
3080,15.8919469533
3081,15.9197822093
3082,15.9227674483
3083,15.8582124217
3084,15.7958934812
3085,15.8344429346
3086,15.8641603665
3087,15.8770552347
3088,15.9197822093
3089,15.8859885905
3090,15.8572213144
3091,15.8146622465
3092,15.8265276922
3093,15.8641603665
3094,15.8740785659
3095,15.9456728858
3096,15.9825899233
3097,15.9855869398
3098,15.9516536345
3099,15.936705967
3100,15.9386981798
3101,15.8760629497
3102,15.7702459985
3103,15.6729688629
3104,15.6514333398
3105,15.6602397476
3106,15.6945340178
3107,15.6817873879
3108,15.6553466873
3109,15.5704517569
3110,15.5762917713
3111,15.599673741
3112,15.6162572028
3113,15.538370795
3114,15.4724728515
3115,15.4676384591
3116,15.590901392
3117,15.6680718254
3118,15.7623628465
3119,15.8037934028
3120,15.738737026
3121,15.7161288451
3122,15.7269373987
3123,15.7436561499
3124,15.7732031969
3125,15.859203591
3126,15.7998429483
3127,15.7584227483
3128,15.69355314
3129,15.5831078898
3130,15.4976360594
3131,15.4763414533
3132,15.4030031477
3133,15.3300123731
3134,15.3751104899
3135,15.3770324988
3136,15.290779505
3137,15.2573674825
3138,15.2278349519
3139,15.1386337068
3140,15.0546588285
3141,15.0471333806
3142,15.0180077842
3143,14.970214096
3144,14.8760122569
3145,14.7353592998
3146,14.6572852713
3147,14.6279999958
3148,14.6088133398
3149,14.6115527491
3150,14.5823588473
3151,14.5677837772
3152,14.6060744441
3153,14.6097264192
3154,14.6472118508
3155,14.6380602036
3156,14.662782784
3157,14.6572852713
3158,14.7160318272
3159,14.7123532791
3160,14.7740904304
3161,14.7593237245
3162,14.7123532791
3163,14.558681757
3164,14.4390667229
3165,14.4084162838
3166,14.4291432761
3167,14.4291432761
3168,14.4987508871
3169,14.4887864216
3170,14.4526096953
3171,14.3751353171
3172,14.3168547923
3173,14.3159600168
3174,14.3258056234
3175,14.3778309076
3176,14.4129196175
3177,14.4743048771
3178,14.5568620355
3179,14.5550425415
3180,14.6243434529
3181,14.6756183337
3182,14.743650271
3183,14.7953434573
3184,14.8946188989
3185,14.9477756079
3186,15.0086244619
3187,15.1121642653
3188,15.139579901
3189,15.2917352086
3190,15.6621973999
3191,16.0085827453
3192,16.2312354498
3193,16.3728585926
3194,16.5322414244
3195,16.7224144143
3196,16.8809792513
3197,17.0495702818
3198,17.1972588168
3199,17.337555729
3200,17.5150848315
3201,17.7010684117
3202,17.8756151147
3203,18.1117789983
3204,18.362535963
3205,18.5505604215
3206,18.7780286959
3207,18.9999718959
3208,19.1107308138
3209,19.2810934156
3210,19.3825853392
3211,19.4663532332
3212,19.6276149372
3213,19.7815562291
3214,19.8757421356
3215,20.0128586608
3216,19.8968713345
3217,19.8583584677
3218,19.8695319366
3219,19.9454291142
3220,20.0679697651
3221,20.1824315353
3222,20.216518141
3223,20.230421776
3224,20.2418045894
3225,20.2203090935
3226,20.2582577388
3227,20.3165840337
3228,20.3648932653
3229,20.4439603202
3230,20.5130752521
3231,20.5258999314
3232,20.5477202901
3233,20.5194865898
3234,20.4401274369
3235,20.3967382834
3236,20.4925724299
3237,20.6326546931
3238,20.7075837933
3239,20.8243921677
3240,20.9078565538
3241,20.9366246301
3242,20.9000175775
3243,20.8895701808
3244,20.8504389337
3245,20.8413188618
3246,20.8387138598
3247,20.8165844846
3248,20.8282971073
3249,20.8165844846
3250,20.8387138598
3251,20.8621706048
3252,20.8256937329
3253,20.7762913987
3254,20.7542283122
3255,20.806178794
3256,20.8165844846
3257,20.795778305
3258,20.7360763051
3259,20.6249188981
3260,20.6804229178
3261,20.9130841714
3262,20.9575717265
3263,20.9798509803
3264,20.9916554661
3265,21.0100312029
3266,20.9340077156
3267,20.9313911282
3268,20.8295989165
3269,20.8712998013
3270,20.849135822
3271,20.8517421269
3272,20.8634745312
3273,20.8712998013
3274,20.884348441
3275,20.842621485
3276,20.7529312135
3277,20.676545702
3278,20.6442638261
3279,20.6532976675
3280,20.623629881
3281,20.5734210001
3282,20.5425840021
3283,20.5914306215
3284,20.5335985873
3285,20.4465159749
3286,20.4477939221
3287,20.3636204992
3288,20.2962776046
3289,20.1685608822
3290,19.8744999406
3291,19.6251616387
3292,19.3837967886
3293,19.1897253927
3294,18.9549005061
3295,18.6808698955
3296,18.5354942127
3297,18.3705713301
3298,18.2915188207
3299,18.2926620764
3300,18.2447068072
3301,18.1616549386
3302,18.1219697399
3303,18.0011833968
3304,17.8009174837
3305,17.6039797739
3306,17.4081328118
3307,17.1994086085
3308,17.1897366616
3309,17.0986583266
3310,17.0911792998
3311,17.0123151095
3312,16.8947006204
3313,16.7883887227
3314,16.7684643436
3315,16.6525357146
3316,16.6754487002
3317,16.7318234184
3318,16.7119661707
3319,16.6140712174
3320,16.5591281562
3321,16.4724205401
3322,16.3882153449
3323,16.330956852
3324,16.3176933386
3325,16.2495058649
3326,16.2373233045
3327,16.2861084155
3328,16.2606812413
3329,16.2373233045
3330,16.2606812413
3331,16.3085172171
3332,16.3329983492
3333,16.4179459204
3334,16.5902056476
3335,16.7161446845
3336,16.7150999581
3337,16.6306935985
3338,16.5798400086
3339,16.4693322507
3340,16.4158938054
3341,16.4302639986
3342,16.47653916
3343,16.4816888831
3344,16.6161481061
3345,16.740191422
3346,16.7663684165
3347,16.8514633715
3348,16.8514633715
3349,16.8409344975
3350,16.8388295122
3351,16.8989248236
3352,16.8862553816
3353,16.9295818994
3354,16.9306400314
3355,16.8504101879
3356,16.8177941252
3357,16.8041352172
3358,16.796785016
3359,16.8619988281
3360,16.7632250171
3361,16.5508506617
3362,16.5539542371
3363,16.5539542371
3364,16.5933166028
3365,16.5891687921
3366,16.5819126182
3367,16.4930239402
3368,16.5033353021
3369,16.4683029496
3370,16.4497865263
3371,16.4652154323
3372,16.4312909221
3373,16.3810470689
3374,16.386166946
3375,16.3626287532
3376,16.351383312
3377,16.3391243721
3378,16.2942535058
3379,16.2413831428
3380,16.3554716688
3381,16.3912884234
3382,16.3749053279
3383,16.3749053279
3384,16.3943620781
3385,16.4128161139
3386,16.3677428737
3387,16.3340191935
3388,16.3421882452
3389,16.2627139535
3390,16.1927320066
3391,16.0948605414
3392,16.0616991011
3393,16.0406319493
3394,15.9905832164
3395,15.9716056689
3396,15.9257532471
3397,15.8889674926
3398,15.821582675
3399,15.6759078201
3400,15.5276918364
3401,15.4155231734
3402,15.2554604308
3403,15.101778223
3404,15.4454197024
3405,15.4531443433
3406,15.3972281044
3407,15.3712671927
3408,15.2783607924
3409,15.2497407056
3410,15.1898129119
3411,15.144311759
3412,15.0697210171
3413,15.0480738558
3414,15.0095625302
3415,14.9739571174
3416,14.9113847742
3417,14.8008927515
3418,14.7187913418
3419,14.615206094
3420,14.5241459153
3421,14.492409071
3422,14.5223305106
3423,14.5232381846
3424,14.4661653701
3425,14.4264380654
3426,14.367949546
3427,14.2597017554
3428,14.2232080472
3429,14.146963395
3430,14.1513850119
3431,14.0720069314
3432,14.0667309181
3433,14.0245939624
3434,13.9171932467
3435,13.7959490228
3436,13.7177072737
3437,13.6330910114
3438,13.5786675668
3439,13.5489966959
3440,13.592253026
3441,13.6279795608
3442,13.6203159778
3443,13.5931025684
3444,13.5058780258
3445,13.4797357207
3446,13.5219257824
3447,13.4511216954
3448,13.4949089567
3449,13.5727281991
3450,13.6441723991
3451,13.6050017382
3452,13.6441723991
3453,13.6791804257
3454,13.6373520181
3455,13.6050017382
3456,13.6109552287
3457,13.5871568867
3458,13.5735765211
3459,13.6203159778
3460,13.6603844778
3461,13.6783255037
3462,13.6843110803
3463,13.6731970932
3464,13.6356474557
3465,13.5871568867
3466,13.6058520774
3467,13.6731970932
3468,13.7177072737
3469,13.7022835305
3470,13.7142782755
3471,13.7460292419
3472,13.7726879909
3473,13.8045741861
3474,13.814068094
3475,13.8417238767
3476,13.9363425496
3477,14.0588206069
3478,14.1575775974
3479,14.2481204533
3480,14.1310570102
3481,14.0588206069
3482,14.0289773328
3483,13.9921995593
3484,14.0509147441
3485,14.0992978744
3486,14.1072309604
3487,14.1903548797
3488,14.2338794545
3489,14.359869847
3490,14.4779239057
3491,14.6243434529
3492,14.8018178362
3493,14.9496441967
3494,15.2040600388
3495,15.3549438946
3496,15.48601719
3497,15.6104022042
3498,15.7338194391
3499,15.7840510026
3500,15.918787254
3501,16.0306096867
3502,16.1917199925
3503,16.3350401016
3504,15.9466695215
3505,15.9277440907
3506,15.9217723064
3507,15.9396943795
3508,15.9078468489
3509,15.8681269024
3510,15.8126855373
3511,15.8047811707
3512,15.8314742549
3513,15.8018180521
3514,15.8552392856
3515,15.8116972753
3516,15.7416883159
3517,15.7397207278
3518,15.7210409028
3519,15.8344429346
3520,15.8919469533
3521,15.8800324616
3522,15.7879975086
3523,15.7436561499
3524,15.9845878719
3525,16.1119704188
3526,16.2769500556
3527,16.4312909221
3528,16.5912425678
3529,16.7192792555
3530,16.740191422
3531,16.8114886348
3532,16.8662148548
3533,16.9158322007
3534,16.9677163439
3535,17.0538332072
3536,17.191885513
3537,17.3321385893
3538,17.5074236579
3539,17.5940803198
3540,17.6039797739
3541,17.6524573444
3542,17.732072402
3543,17.8979736048
3544,17.9820672966
3545,18.0180674194
3546,17.9136411852
3547,18.0823712577
3548,18.1446363658
3549,18.0225724993
3550,17.9730785104
3551,17.8689130158
3552,17.7964678106
3553,17.7187783336
3554,17.7376145405
3555,17.8009174837
3556,17.8165001029
3557,17.8778497063
3558,17.8823197274
3559,17.7864601124
3560,17.7531417454
3561,17.7365059743
3562,17.727639938
3563,17.7298560315
3564,17.7154563741
3565,17.7631306968
3566,17.7909072833
3567,17.8332109037
3568,17.8064811397
3569,17.8365549443
3570,17.8544004205
3571,17.8655629087
3572,17.9024486575
3573,17.9989333895
3574,18.066556103
3575,18.0891534185
3576,18.0642979247
3577,18.0304590999
3578,18.0282054333
3579,18.0451148009
3580,18.090284026
3581,18.1185721891
3582,18.1049883545
3583,18.0993314296
3584,18.0270787057
3585,17.958481315
3586,17.9528701664
3587,17.9136411852
3588,17.8934996706
3589,17.8823197274
3590,17.8555163554
3591,17.7509227414
3592,17.6138847981
3593,17.4713518085
3594,17.2813001378
3595,17.1768491925
3596,17.1211150497
3597,17.1072097935
3598,17.0538332072
3599,17.0261432325
3600,16.910546829
3601,16.8714863705
3602,16.7873394812
3603,16.7015244552
3604,16.6817031661
3605,16.6963060442
3606,16.7349609295
3607,16.7768506721
3608,16.8714863705
3609,16.9285238336
3610,16.9815082156
3611,16.9984982174
3612,17.0133784125
3613,17.172555517
3614,17.2037089982
3615,17.2942659745
3616,17.5085179061
3617,17.6679100041
3618,17.8521687599
3619,17.8845551571
3620,18.0293322314
3621,18.2264712197
3622,18.4615003222
3623,18.6575333965
3624,18.5935082318
3625,18.6726988025
3626,18.7440243446
3627,18.775681589
3628,18.7018977001
3629,18.7077429564
3630,18.7054046347
3631,18.7733347755
3632,18.8309162398
3633,18.8981210164
3634,19.0082862022
3635,19.1095364304
3636,19.1465970481
3637,19.2570071059
3638,19.3329810469
3639,19.4724374191
3640,19.555371388
3641,19.5675973154
3642,19.6006455124
3643,19.6447966162
3644,19.7729036911
3645,19.7963979612
3646,20.0303775755
3647,19.9841108439
3648,19.8993585989
3649,20.0516711619
3650,20.1219749709
3651,20.2354800137
3652,20.3267448657
3653,20.4631355199
3654,20.5490045627
3655,20.6868865598
3656,20.7244155421
3657,20.8335048325
3658,21.0336807884
3659,21.1536506889
3660,21.2384347467
3661,21.4076856484
3662,21.45590717
3663,21.3742622584
3664,21.3515641652
3665,21.3569027236
3666,21.2969208238
3667,21.3662484127
3668,21.4894582299
3669,21.531134416
3670,21.6295946584
3671,21.5998744031
3672,21.57963401
3673,21.49214458
3674,21.3943100252
3675,21.2809541214
3676,21.2052756047
3677,21.131186871
3678,21.0389398659
3679,20.9864082082
3680,20.9510235086
3681,20.923543328
3682,20.9313911282
3683,20.8517421269
3684,20.799677879
3685,20.8739088769
3686,20.8765182786
3687,20.8022780012
3688,20.7412609722
3689,20.6455541329
3690,20.5554271301
3691,20.8178855618
3692,20.8595629965
3693,20.8309008071
3694,20.8517421269
3695,20.8204879602
3696,20.7477436291
3697,20.6597528316
3698,20.5618517049
3699,20.505384291
3700,20.4772087627
3701,20.3954635271
3702,20.3394530521
3703,20.3623478127
3704,20.4145932398
3705,20.3648932653
3706,20.3267448657
3707,20.2443349731
3708,20.1647796315
3709,20.1295221265
3710,20.0529244305
3711,20.0066056195
3712,19.9816129862
3713,19.8695319366
3714,19.8100126643
3715,19.8124890707
3716,19.6570784517
3717,19.5187394199
3718,19.4663532332
3719,19.3583722438
3720,19.1969228892
3721,19.0785086506
3722,18.9087541997
3723,18.7510546719
3724,18.5621581457
3725,18.3464757714
3726,18.0891534185
3727,17.9158805303
3728,17.85663236
3729,17.7520322087
3730,17.6557674905
3731,17.531512923
3732,17.3679230152
3733,17.2705026997
3734,17.1189750441
3735,16.9327564936
3736,16.7548454997
3737,16.5405096119
3738,16.2769500556
3739,16.0466483143
3740,15.9167975299
3741,15.755468321
3742,15.613329429
3743,15.3972281044
3744,15.0885699465
3745,14.914180921
3746,14.7049989412
3747,14.5423124495
3748,14.5069087287
3749,14.3976140229
3750,14.2659417398
3751,14.1699708991
3752,14.0931307807
3753,13.9267646068
3754,13.8339400964
3755,13.6296831647
3756,13.5659435313
3757,13.4856343953
3758,13.3056332741
3759,13.1518508793
3760,13.0266857051
3761,12.814309805
3762,12.6701647829
3763,12.6551278921
3764,12.6456401046
3765,12.6290535892
3766,12.751195093
3767,12.67333272
3768,12.5660659217
3769,12.5088638374
3770,12.3480727714
3771,12.2650039529
3772,12.2160419264
3773,12.2091723351
3774,12.1741213745
3775,12.222915383
3776,12.2328505373
3777,12.2206238012
3778,12.2749733181
3779,12.2137516333
3780,12.140688532
3781,12.1733605157
3782,12.2137516333
3783,12.3280234477
3784,12.3882692919
3785,12.3442146016
3786,12.2849507867
3787,12.3110840639
3788,12.3627448176
3789,12.3898179223
3790,12.5080820578
3791,12.349616377
3792,12.3210908844
3793,12.4239368136
3794,12.3836245619
3795,12.3550205162
3796,12.3287939732
3797,12.2527450794
3798,12.2129882976
3799,12.2397334514
3800,12.2596391873
3801,12.3581096575
3802,12.4340353642
3803,12.3681547018
3804,12.3049300605
3805,12.4410314766
3806,12.4317042012
3807,12.3998887401
3808,12.4099677438
3809,12.3960143803
3810,12.3960143803
3811,12.5378240573
3812,12.6709566929
3813,12.6979111048
3814,12.751195093
3815,12.7122042932
3816,12.7241275729
3817,12.7336742481
3818,12.6251076265
3819,12.6251076265
3820,12.5920101784
3821,12.5166843209
3822,12.4979233687
3823,12.500266949
3824,12.5049554281
3825,12.5307735145
3826,12.6187966506
3827,12.5943714017
3828,12.5699934309
3829,12.5692078309
3830,12.5159020526
3831,12.4659384382
3832,12.4612645877
3833,12.3588820635
3834,12.3226311171
3835,12.7233323398
3836,12.759167081
3837,12.770336238
3838,12.7983019248
3839,12.7751260121
3840,12.7098209784
3841,12.7392464495
3842,12.7400426772
3843,12.7623572715
3844,12.8512039557
3845,12.8769320831
3846,12.8898154558
3847,12.951187723
3848,12.9657660079
3849,13.0332006765
3850,13.2516887879
3851,13.3631377225
3852,13.4746817674
3853,13.6467309213
3854,13.7769926284
3855,13.9076284646
3856,14.0676101162
3857,14.0693686774
3858,14.1885811962
3859,14.3949147233
3860,14.5386773258
3861,14.6921376947
3862,14.9207073027
3863,15.055599774
3864,15.1462049163
3865,15.2640440412
3866,15.2898238611
3867,15.3348037506
3868,15.378954748
3869,15.4203412771
3870,15.5112024254
3871,15.6710098643
3872,15.7840510026
3873,15.8740785659
3874,15.9885845184
3875,16.024599335
3876,16.1321229745
3877,16.2566165791
3878,16.3156537544
3879,16.4405361233
3880,16.5591281562
3881,16.5425773049
3882,16.5053983479
3883,16.42205092
3884,16.4827190208
3885,16.4415636889
3886,16.5415434261
3887,16.5229446535
3888,16.5260429961
3889,16.5436112483
3890,16.4755094085
3891,16.2993462558
3892,16.2292066722
3893,16.1019035835
3894,16.064710952
3895,16.0908373292
3896,16.1512912495
3897,16.2586487832
3898,16.3329983492
3899,16.2830550565
3900,16.2840727792
3901,16.2454439962
3902,16.1593689143
3903,16.1371650507
3904,16.1674506191
3905,16.0506604779
3906,16.0667191664
3907,16.1361565094
3908,16.1260745626
3909,16.1280904479
3910,16.1240589292
3911,15.9875852631
3912,15.8453328571
3913,15.884002966
3914,15.8126855373
3915,15.8028056966
3916,15.727920363
3917,15.664155297
3918,15.633835378
3919,15.603574147
3920,15.6182093569
3921,15.6016238221
3922,15.6279737889
3923,15.5840818645
3924,15.590901392
3925,15.7033646765
3926,15.7072910085
3927,15.7328361061
3928,15.7603926743
3929,15.7525144477
3930,15.7860241323
3931,15.8711024552
3932,15.9466695215
3933,16.035620035
3934,16.0195924301
3935,15.6817873879
3936,15.7200583685
3937,15.7367698068
3938,15.7436561499
3939,15.7367698068
3940,15.7210409028
3941,15.6670926015
3942,15.6250438185
3943,15.6045494009
3944,15.5257509963
3945,15.5480853123
3946,15.4695720348
3947,15.3827999673
3948,15.4686052168
3949,15.3491868701
3950,15.2278349519
3951,15.1027221136
3952,15.0725468547
3953,14.8862430317
3954,14.8592861533
3955,14.8221843345
3956,14.6646157464
3957,14.6673656197
3958,14.5732477205
3959,14.3769323213
3960,14.2597017554
3961,14.0737660422
3962,13.8002609306
3963,13.6347952543
3964,13.5058780258
3965,13.3497812641
3966,13.2343073554
3967,13.1650093083
3968,13.0446097178
3969,12.9649556729
3970,12.8857880178
3971,12.7543832903
3972,12.6963239651
3973,12.6117005735
3974,12.5080820578
3975,12.4363669645
3976,12.3303351688
3977,12.1680358353
3978,12.0703254706
3979,11.9689105453
3980,11.846115406
3981,11.8490773051
3982,11.8091540775
3983,11.7988255871
3984,11.7458501561
3985,11.815060131
3986,11.7297107105
3987,11.7201841912
3988,11.6901896661
3989,11.6471614737
3990,11.6508017805
3991,11.653714845
3992,11.6340657848
3993,11.7018857028
3994,11.7502556758
3995,11.7348435817
3996,11.7018857028
3997,11.6122723492
3998,11.518304896
3999,11.5507457271
4000,11.5753171597
4001,11.5478584016
4002,11.5767641647
4003,11.6122723492
4004,11.6282502059
4005,11.6413393486
4006,11.6500736281
4007,11.5818301072
4008,11.6420669551
4009,11.6369746648
4010,11.663916308
4011,11.663187336
4012,11.663916308
4013,11.5796587176
4014,11.5832779264
4015,11.6100952522
4016,11.7216493058
4017,11.7988255871
4018,11.8727991737
4019,11.9547058997
4020,12.0078727839
4021,12.1081042363
4022,12.133861315
4023,12.2519793068
4024,12.2726719764
4025,12.2061204235
4026,12.1596731857
4027,12.1741213745
4028,12.1680358353
4029,12.1718389407
4030,12.1497974638
4031,12.0801365953
4032,12.0462089442
4033,12.0349209154
4034,12.0673082664
4035,12.0522335547
4036,12.0146291124
4037,11.9921227891
4038,11.9778905953
4039,11.9951211946
4040,12.0462089442
4041,12.0718343556
4042,12.0620299738
4043,12.0409398805
4044,12.0952462076
4045,12.1126456268
4046,12.1969692653
4047,12.222915383
4048,12.1467603941
4049,12.2297927069
4050,12.1687963613
4051,12.2030692748
4052,12.1050775886
4053,12.1581533215
4054,12.00412091
4055,11.916660941
4056,11.9308203814
4057,11.8720571469
4058,11.8342752117
4059,11.8772523083
4060,11.8861635888
4061,11.9069825864
4062,11.9569476172
4063,11.9868773829
4064,12.0349209154
4065,12.028153176
4066,12.0168820666
